Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Блок руководителя под разными учётками,Chrome 120.0.0.0,,,2024-01-22 09:22:30,2024-01-22 09:48:33,"26m - 3,314s",PASSED
,,,,,,,
Test Cases/Сверки дашбордов/Блок руководителя сверка дашбордов под разными учётками,Chrome 120.0.0.0,,,2024-01-22 09:22:30,2024-01-22 09:48:33,"26m - 3,019s",PASSED
run = 1,Chrome 120.0.0.0,,,2024-01-22 09:22:31,2024-01-22 09:22:31,"0,002s",PASSED
"data = findTestData(""PlanFact"")",Chrome 120.0.0.0,,,2024-01-22 09:22:31,2024-01-22 09:22:32,"0,430s",PASSED
n = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:22:32,2024-01-22 09:22:32,"0,000s",PASSED
dashboardName = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:22:32,2024-01-22 09:22:32,"0,001s",PASSED
a1 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:22:32,2024-01-22 09:22:32,"0,001s",PASSED
a2 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:22:32,2024-01-22 09:22:32,"0,000s",PASSED
a3 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:22:32,2024-01-22 09:22:32,"0,002s",PASSED
a4 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:22:32,2024-01-22 09:22:32,"0,000s",PASSED
a5 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:22:32,2024-01-22 09:22:32,"0,000s",PASSED
a6 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:22:32,2024-01-22 09:22:32,"0,000s",PASSED
a7 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:22:32,2024-01-22 09:22:32,"0,000s",PASSED
a8 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:22:32,2024-01-22 09:22:32,"0,000s",PASSED
a9 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:22:32,2024-01-22 09:22:32,"0,000s",PASSED
user = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:22:32,2024-01-22 09:22:32,"0,000s",PASSED
"for ([run = 1, run < 4, (run++)])",Chrome 120.0.0.0,,,2024-01-22 09:22:32,2024-01-22 09:22:32,"0,016s",PASSED
n = data.getRowNumbers() + 1,Chrome 120.0.0.0,,,2024-01-22 09:22:32,2024-01-22 09:22:32,"0,035s",PASSED
println(n),Chrome 120.0.0.0,,,2024-01-22 09:22:32,2024-01-22 09:22:32,"0,000s",PASSED
"dashboardName = ""Выполнение бизнес-плана""",Chrome 120.0.0.0,,,2024-01-22 09:22:32,2024-01-22 09:22:32,"0,012s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-22 09:22:32,2024-01-22 09:22:34,"2,531s",PASSED
"navigateToUrl(findTestData(""PlanFact"").getValue(10, 1))",Chrome 120.0.0.0,,,2024-01-22 09:22:34,2024-01-22 09:22:39,"5,015s",PASSED
"setText(findTestObject(""Страница авторизации/input__username""), findTestData(""PlanFact"").getValue(8, run))",Chrome 120.0.0.0,,,2024-01-22 09:22:39,2024-01-22 09:22:40,"0,934s",PASSED
"setText(findTestObject(""Страница авторизации/input__password""), findTestData(""PlanFact"").getValue(9, run))",Chrome 120.0.0.0,,,2024-01-22 09:22:40,2024-01-22 09:22:41,"0,742s",PASSED
"click(findTestObject(""Страница авторизации/button_""))",Chrome 120.0.0.0,,,2024-01-22 09:22:41,2024-01-22 09:22:42,"1,091s",PASSED
delay(40),Chrome 120.0.0.0,,,2024-01-22 09:22:42,2024-01-22 09:23:22,"40,045s",PASSED
Script1686231490255.ZakrytOpoveshenie(),Chrome 120.0.0.0,,,2024-01-22 09:23:22,2024-01-22 09:23:22,"0,001s",PASSED
"opoveshenie = getText(findTestObject(""Выполнение бизнес-плана/Просьба обратить внимание""))",Chrome 120.0.0.0,,,2024-01-22 09:23:22,2024-01-22 09:23:37,"14,713s",PASSED
println(opoveshenie),Chrome 120.0.0.0,,,2024-01-22 09:23:37,2024-01-22 09:23:37,"0,001s",PASSED
"if (opoveshenie == ""Просьба обратить внимание"")",Chrome 120.0.0.0,,,2024-01-22 09:23:37,2024-01-22 09:23:38,"0,949s",PASSED
"click(findTestObject(""Object Repository/Выполнение бизнес-плана/Фильтр Дата""))",Chrome 120.0.0.0,"Раскрыть фильтр ""Дата""",,2024-01-22 09:23:38,2024-01-22 09:23:38,"0,392s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/Снять выделение в фильтре Дата""))",Chrome 120.0.0.0,"Нажать ""Снять выделение""",,2024-01-22 09:23:38,2024-01-22 09:23:39,"0,510s",PASSED
"click(findTestObject(""Object Repository/Выполнение бизнес-плана/Применить в фильтре Дата""))",Chrome 120.0.0.0,"Нажать ""Применить""",,2024-01-22 09:23:39,2024-01-22 09:23:40,"0,912s",PASSED
delay(20),Chrome 120.0.0.0,,,2024-01-22 09:23:40,2024-01-22 09:24:00,"20,015s",PASSED
Script1686231490255.ZakrytOpoveshenie(),Chrome 120.0.0.0,,,2024-01-22 09:24:00,2024-01-22 09:24:00,"0,000s",PASSED
"opoveshenie = getText(findTestObject(""Выполнение бизнес-плана/Просьба обратить внимание""))",Chrome 120.0.0.0,,,2024-01-22 09:24:00,2024-01-22 09:24:10,"10,220s",PASSED
println(opoveshenie),Chrome 120.0.0.0,,,2024-01-22 09:24:10,2024-01-22 09:24:10,"0,000s",PASSED
"if (opoveshenie == ""Просьба обратить внимание"")",Chrome 120.0.0.0,,,2024-01-22 09:24:10,2024-01-22 09:24:10,"0,380s",PASSED
"click(findTestObject(""Object Repository/Выполнение бизнес-плана/Фильтр Дата""))",Chrome 120.0.0.0,"Раскрыть фильтр ""Дата""",,2024-01-22 09:24:10,2024-01-22 09:24:11,"0,376s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/Снять выделение в фильтре Дата""))",Chrome 120.0.0.0,"Нажать ""Снять выделение""",,2024-01-22 09:24:11,2024-01-22 09:24:11,"0,483s",PASSED
"scrollToElement(findTestObject(""Выполнение бизнес-плана/2023 список""), 30)",Chrome 120.0.0.0,,,2024-01-22 09:24:11,2024-01-22 09:24:11,"0,450s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/2023 список""))",Chrome 120.0.0.0,Выбрать 1 квартал 2022,,2024-01-22 09:24:11,2024-01-22 09:24:12,"0,368s",PASSED
"scrollToElement(findTestObject(""Выполнение бизнес-плана/1 квартал 2023""), 30)",Chrome 120.0.0.0,,,2024-01-22 09:24:12,2024-01-22 09:24:12,"0,463s",PASSED
