Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Отображение данных,Chrome 129.0.0.0,,,22-10-2024 13:18:22,22-10-2024 17:32:30,"4h - 14m - 7,815s",FAILED
,,,,,,,
Test Cases/Выручка в рублях/Выручка в рублях отображение данных все филиалы,Chrome 129.0.0.0,,,22-10-2024 13:18:22,22-10-2024 16:42:52,"3h - 24m - 30,492s",FAILED
date = new java.util.Date(),Chrome 129.0.0.0,,,22-10-2024 13:18:23,22-10-2024 13:18:23,"0,000s",PASSED
"todaysDate = date.format(""dd.MM.yyyy"")",Chrome 129.0.0.0,,,22-10-2024 13:18:23,22-10-2024 13:18:23,"0,006s",PASSED
println(todaysDate),Chrome 129.0.0.0,,,22-10-2024 13:18:23,22-10-2024 13:18:23,"0,008s",PASSED
run = 1,Chrome 129.0.0.0,,,22-10-2024 13:18:23,22-10-2024 13:18:23,"0,004s",PASSED
typeOfData = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 129.0.0.0,,,22-10-2024 13:18:23,22-10-2024 13:18:23,"0,004s",PASSED
"for ([run = 1, run < 3, (run++)])",Chrome 129.0.0.0,,,22-10-2024 13:18:23,22-10-2024 13:18:23,"0,015s",PASSED
"PreSettings(typeOfData, todaysDate)",Chrome 129.0.0.0,,,22-10-2024 13:18:23,22-10-2024 13:18:23,"0,000s",PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,22-10-2024 13:18:23,22-10-2024 13:18:25,"2,229s",PASSED
urlText = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 129.0.0.0,,,22-10-2024 13:18:25,22-10-2024 13:18:25,"0,000s",PASSED
searchWord = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 129.0.0.0,,,22-10-2024 13:18:25,22-10-2024 13:18:25,"0,002s",PASSED
i = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 129.0.0.0,,,22-10-2024 13:18:25,22-10-2024 13:18:25,"0,002s",PASSED
ii = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 129.0.0.0,,,22-10-2024 13:18:25,22-10-2024 13:18:25,"0,002s",PASSED
"navigateToUrl(findTestData(""PlanFact"").getValue(10, 2))",Chrome 129.0.0.0,,,22-10-2024 13:18:25,22-10-2024 13:18:30,"5,151s",PASSED
"urlText = getText(findTestObject(""Страница авторизации/Text""))",Chrome 129.0.0.0,,,22-10-2024 13:18:30,22-10-2024 13:18:34,"3,215s",PASSED
delay(10),Chrome 129.0.0.0,,,22-10-2024 13:18:34,22-10-2024 13:18:44,"10,045s",PASSED
"searchWord = ""Вход""",Chrome 129.0.0.0,,,22-10-2024 13:18:44,22-10-2024 13:18:44,"0,001s",PASSED
if (urlText.contains(searchWord) == false),Chrome 129.0.0.0,,,22-10-2024 13:18:44,22-10-2024 13:18:44,"0,011s",PASSED
"setText(findTestObject(""Страница авторизации/input__username""), findTestData(""PlanFact"").getValue(8, 1))",Chrome 129.0.0.0,,,22-10-2024 13:18:44,22-10-2024 13:18:45,"0,763s",PASSED
"setText(findTestObject(""Страница авторизации/input__password""), findTestData(""PlanFact"").getValue(9, 1))",Chrome 129.0.0.0,,,22-10-2024 13:18:45,22-10-2024 13:18:45,"0,729s",PASSED
"click(findTestObject(""Страница авторизации/button_""))",Chrome 129.0.0.0,,,22-10-2024 13:18:45,22-10-2024 13:18:48,"2,727s",PASSED
delay(50),Chrome 129.0.0.0,,,22-10-2024 13:18:48,22-10-2024 13:19:38,"50,005s",PASSED
"searchWord = ""ДЗО""",Chrome 129.0.0.0,,,22-10-2024 13:19:38,22-10-2024 13:19:38,"0,001s",PASSED
"urlText = getText(findTestObject(""Страница авторизации/Text""))",Chrome 129.0.0.0,,,22-10-2024 13:19:38,22-10-2024 13:19:39,"0,855s",PASSED
"if (urlText.contains(""ошибка"") || urlText.contains(searchWord) == false)",Chrome 129.0.0.0,,,22-10-2024 13:19:39,22-10-2024 13:19:39,"0,002s",PASSED
"""!""",Chrome 129.0.0.0,,,22-10-2024 13:19:39,22-10-2024 13:19:39,"0,003s",PASSED
"click(findTestObject(""Выручка в рублях/Фильтр Период""))",Chrome 129.0.0.0,"Раскрыть фильтр ""Дата""",,22-10-2024 13:19:39,22-10-2024 13:19:39,"0,381s",PASSED
"click(findTestObject(""Выручка в рублях/Снять выделение в фильтре Дата""))",Chrome 129.0.0.0,"Нажать ""Снять выделение""",,22-10-2024 13:19:39,22-10-2024 13:19:40,"0,556s",PASSED
"click(findTestObject(""Выручка в рублях/Применить в фильтре Дата""))",Chrome 129.0.0.0,"Нажать ""Применить""",,22-10-2024 13:19:40,22-10-2024 13:19:40,"0,513s",PASSED
"click(findTestObject(""Выручка в рублях/Фильтр Период""))",Chrome 129.0.0.0,"Раскрыть фильтр ""Дата""",,22-10-2024 13:19:40,22-10-2024 13:19:43,"2,406s",PASSED
"click(findTestObject(""Выручка в рублях/Снять выделение в фильтре Дата""))",Chrome 129.0.0.0,"Нажать ""Снять выделение""",,22-10-2024 13:19:43,22-10-2024 13:19:43,"0,543s",PASSED
"scrollToElement(findTestObject(""Выручка в рублях/2024 список""), 30)",Chrome 129.0.0.0,,,22-10-2024 13:19:43,22-10-2024 13:19:44,"0,310s",PASSED
"click(findTestObject(""Выручка в рублях/2024 список""))",Chrome 129.0.0.0,,,22-10-2024 13:19:44,22-10-2024 13:19:44,"0,323s",PASSED
"scrollToElement(findTestObject(""Выручка в рублях/1 квартал 2024 выбрать""), 30)",Chrome 129.0.0.0,,,22-10-2024 13:19:44,22-10-2024 13:19:44,"0,502s",PASSED
"click(findTestObject(""Выручка в рублях/1 квартал 2024 выбрать""))",Chrome 129.0.0.0,,,22-10-2024 13:19:44,22-10-2024 13:19:45,"0,332s",PASSED
"scrollToElement(findTestObject(""Выручка в рублях/2 квартал 2024 выбрать""), 30)",Chrome 129.0.0.0,,,22-10-2024 13:19:45,22-10-2024 13:19:45,"0,513s",PASSED
"click(findTestObject(""Выручка в рублях/2 квартал 2024 выбрать""))",Chrome 129.0.0.0,,,22-10-2024 13:19:45,22-10-2024 13:19:46,"0,329s",PASSED
"scrollToElement(findTestObject(""Выручка в рублях/3 квартал 2024 список""), 30)",Chrome 129.0.0.0,,,22-10-2024 13:19:46,22-10-2024 13:19:46,"0,542s",PASSED
"click(findTestObject(""Выручка в рублях/3 квартал 2024 список""), CONTINUE_ON_FAILURE)",Chrome 129.0.0.0,,,22-10-2024 13:19:46,22-10-2024 13:19:46,"0,331s",PASSED
"click(findTestObject(""Выручка в рублях/Июль 2024""))",Chrome 129.0.0.0,,,22-10-2024 13:19:46,22-10-2024 13:19:47,"0,326s",PASSED
"scrollToElement(findTestObject(""Выручка в рублях/Август 2024""), 30)",Chrome 129.0.0.0,,,22-10-2024 13:19:47,22-10-2024 13:19:47,"0,533s",PASSED
"click(findTestObject(""Выручка в рублях/Август 2024""))",Chrome 129.0.0.0,,,22-10-2024 13:19:47,22-10-2024 13:19:48,"0,322s",PASSED
"scrollToElement(findTestObject(""Выручка в рублях/Заголовок дашборда""), 30)",Chrome 129.0.0.0,"Проскроллить до заголовка фильтра ""Дата""",,22-10-2024 13:19:48,22-10-2024 13:19:48,"0,533s",PASSED
"click(findTestObject(""Выручка в рублях/Применить в фильтре Дата""))",Chrome 129.0.0.0,"Нажать ""Применить""",,22-10-2024 13:19:48,22-10-2024 13:19:49,"0,508s",PASSED
"click(findTestObject(""Выручка в рублях/Фильтр ДЗО""))",Chrome 129.0.0.0,"Открыть фильтр ""ДЗО""",,22-10-2024 13:19:49,22-10-2024 13:19:51,"1,906s",PASSED
"click(findTestObject(""Выручка в рублях/Снять выделение в фильтре ДЗО""))",Chrome 129.0.0.0,"Нажать ""Снять выделение в фильтре ДЗО""",,22-10-2024 13:19:51,22-10-2024 13:19:51,"0,545s",PASSED
"click(findTestObject(""Выручка в рублях/Применить в фильтре ДЗО""))",Chrome 129.0.0.0,"Нажать ""Применить""",,22-10-2024 13:19:51,22-10-2024 13:19:52,"0,489s",PASSED
if (run == 1),Chrome 129.0.0.0,,,22-10-2024 13:19:52,22-10-2024 13:19:52,"0,004s",PASSED
println(typeOfData),Chrome 129.0.0.0,,,22-10-2024 13:19:52,22-10-2024 13:19:52,"0,006s",PASSED
"click(findTestObject(""Выручка в рублях/Фильтр ДЗО""))",Chrome 129.0.0.0,"Открыть фильтр ""ДЗО""",,22-10-2024 13:19:52,22-10-2024 13:19:53,"1,350s",PASSED
"click(findTestObject(""Выручка в рублях/ПАО Россети""))",Chrome 129.0.0.0,Выбрать ПАО Россети,,22-10-2024 13:19:53,22-10-2024 13:19:53,"0,527s",PASSED
"Script1687405761596.Change(typeOfData, todaysDate)",Chrome 129.0.0.0,,,22-10-2024 13:19:53,22-10-2024 13:19:53,"0,000s",PASSED
