Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Отображение данных,Chrome 129.0.0.0,,,17-10-2024 03:01:41,17-10-2024 09:35:19,"6h - 33m - 38,407s",FAILED
,,,,,,,
Test Cases/Выполнение бизнес-плана/Выполнение бизнес-плана отображение данных все филиалы,Chrome 129.0.0.0,,,17-10-2024 03:01:41,17-10-2024 05:53:47,"2h - 52m - 6,017s",FAILED
date = new java.util.Date(),Chrome 129.0.0.0,,,17-10-2024 03:01:42,17-10-2024 03:01:42,"0,019s",PASSED
"todaysDate = date.format(""dd.MM.yyyy"")",Chrome 129.0.0.0,,,17-10-2024 03:01:42,17-10-2024 03:01:42,"0,006s",PASSED
typeOfData = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 129.0.0.0,,,17-10-2024 03:01:42,17-10-2024 03:01:42,"0,004s",PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,17-10-2024 03:01:42,17-10-2024 03:01:44,"2,515s",PASSED
urlText = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 129.0.0.0,,,17-10-2024 03:01:44,17-10-2024 03:01:44,"0,004s",PASSED
searchWord = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 129.0.0.0,,,17-10-2024 03:01:44,17-10-2024 03:01:44,"0,004s",PASSED
i = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 129.0.0.0,,,17-10-2024 03:01:44,17-10-2024 03:01:44,"0,004s",PASSED
ii = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 129.0.0.0,,,17-10-2024 03:01:44,17-10-2024 03:01:44,"0,004s",PASSED
"navigateToUrl(findTestData(""PlanFact"").getValue(10, 1))",Chrome 129.0.0.0,,,17-10-2024 03:01:44,17-10-2024 03:01:50,"5,239s",PASSED
"urlText = getText(findTestObject(""Страница авторизации/Text""))",Chrome 129.0.0.0,,,17-10-2024 03:01:50,17-10-2024 03:01:53,"3,799s",PASSED
delay(10),Chrome 129.0.0.0,,,17-10-2024 03:01:53,17-10-2024 03:02:04,"10,055s",PASSED
"searchWord = ""Вход""",Chrome 129.0.0.0,,,17-10-2024 03:02:04,17-10-2024 03:02:04,"0,002s",PASSED
if (urlText.contains(searchWord) == false),Chrome 129.0.0.0,,,17-10-2024 03:02:04,17-10-2024 03:02:04,"0,012s",PASSED
"setText(findTestObject(""Страница авторизации/input__username""), findTestData(""PlanFact"").getValue(8, 1))",Chrome 129.0.0.0,,,17-10-2024 03:02:04,17-10-2024 03:02:04,"0,834s",PASSED
"setText(findTestObject(""Страница авторизации/input__password""), findTestData(""PlanFact"").getValue(9, 1))",Chrome 129.0.0.0,,,17-10-2024 03:02:04,17-10-2024 03:02:05,"0,734s",PASSED
"click(findTestObject(""Страница авторизации/button_""))",Chrome 129.0.0.0,,,17-10-2024 03:02:05,17-10-2024 03:02:08,"2,842s",PASSED
delay(50),Chrome 129.0.0.0,,,17-10-2024 03:02:08,17-10-2024 03:02:58,"50,018s",PASSED
