Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Сверка дашбордов из разных блоков,Chrome 133.0.0.0,,,03-03-2025 11:51:44,03-03-2025 13:42:27,"1h - 50m - 43,078s",FAILED
,,,,,,,
Test Cases/Сверки дашбордов/Выполнение бизнес-плана сверка дашбордов,Chrome 133.0.0.0,,,03-03-2025 11:51:44,03-03-2025 11:56:02,"4m - 17,502s",FAILED
date = new java.util.Date(),Chrome 133.0.0.0,,,03-03-2025 11:51:45,03-03-2025 11:51:45,"0,014s",PASSED
"todaysDate = date.format(""dd.MM.yyyy"")",Chrome 133.0.0.0,,,03-03-2025 11:51:45,03-03-2025 11:51:45,"0,009s",PASSED
blockNum = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 133.0.0.0,"Номер Блока, 1- Блок Руководителя, 2 - Блок Балансы",,03-03-2025 11:51:45,03-03-2025 11:51:45,"0,003s",PASSED
path = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 133.0.0.0,Путь до соответствующей папки,,03-03-2025 11:51:45,03-03-2025 11:51:45,"0,002s",PASSED
typeOfData = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 133.0.0.0,,,03-03-2025 11:51:45,03-03-2025 11:51:45,"0,004s",PASSED
i = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 133.0.0.0,Для расчётов,,03-03-2025 11:51:45,03-03-2025 11:51:45,"0,002s",PASSED
dZO = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 133.0.0.0,,,03-03-2025 11:51:45,03-03-2025 11:51:45,"0,001s",PASSED
vidget = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 133.0.0.0,,,03-03-2025 11:51:45,03-03-2025 11:51:45,"0,002s",PASSED
tabR = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 133.0.0.0,,,03-03-2025 11:51:45,03-03-2025 11:51:46,"0,003s",PASSED
tabB = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 133.0.0.0,,,03-03-2025 11:51:46,03-03-2025 11:51:46,"0,003s",PASSED
o1R = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 133.0.0.0,,,03-03-2025 11:51:46,03-03-2025 11:51:46,"0,002s",PASSED
o1B = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 133.0.0.0,,,03-03-2025 11:51:46,03-03-2025 11:51:46,"0,001s",PASSED
PercPlanR = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 133.0.0.0,,,03-03-2025 11:51:46,03-03-2025 11:51:46,"0,003s",PASSED
