Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Блок руководителя под разными учётками,Chrome 119.0.0.0,,,2023-12-06 09:50:47,2023-12-06 10:16:13,"25m - 25,854s",FAILED
,,,,,,,
Test Cases/Сверки дашбордов/Блок руководителя сверка дашбордов под разными учётками,Chrome 119.0.0.0,,,2023-12-06 09:50:47,2023-12-06 10:16:13,"25m - 25,476s",FAILED
run = 1,Chrome 119.0.0.0,,,2023-12-06 09:50:48,2023-12-06 09:50:48,"0,002s",PASSED
"data = findTestData(""PlanFact"")",Chrome 119.0.0.0,,,2023-12-06 09:50:48,2023-12-06 09:50:49,"0,480s",PASSED
n = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 119.0.0.0,,,2023-12-06 09:50:49,2023-12-06 09:50:49,"0,001s",PASSED
dashboardName = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 119.0.0.0,,,2023-12-06 09:50:49,2023-12-06 09:50:49,"0,000s",PASSED
a1 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 119.0.0.0,,,2023-12-06 09:50:49,2023-12-06 09:50:49,"0,000s",PASSED
a2 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 119.0.0.0,,,2023-12-06 09:50:49,2023-12-06 09:50:49,"0,003s",PASSED
a3 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 119.0.0.0,,,2023-12-06 09:50:49,2023-12-06 09:50:49,"0,001s",PASSED
a4 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 119.0.0.0,,,2023-12-06 09:50:49,2023-12-06 09:50:49,"0,001s",PASSED
a5 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 119.0.0.0,,,2023-12-06 09:50:49,2023-12-06 09:50:49,"0,000s",PASSED
a6 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 119.0.0.0,,,2023-12-06 09:50:49,2023-12-06 09:50:49,"0,000s",PASSED
a7 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 119.0.0.0,,,2023-12-06 09:50:49,2023-12-06 09:50:49,"0,000s",PASSED
a8 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 119.0.0.0,,,2023-12-06 09:50:49,2023-12-06 09:50:49,"0,000s",PASSED
a9 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 119.0.0.0,,,2023-12-06 09:50:49,2023-12-06 09:50:49,"0,000s",PASSED
user = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 119.0.0.0,,,2023-12-06 09:50:49,2023-12-06 09:50:49,"0,000s",PASSED
