Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Сверка дашбордов из разных блоков,Chrome 131.0.0.0,,,15-01-2025 09:19:52,15-01-2025 10:09:53,"50m - 0,919s",FAILED
,,,,,,,
Test Cases/Сверки дашбордов/Выполнение бизнес-плана сверка дашбордов,Chrome 131.0.0.0,,,15-01-2025 09:19:52,15-01-2025 09:31:29,"11m - 36,856s",FAILED
date = new java.util.Date(),Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,015s",PASSED
"todaysDate = date.format(""dd.MM.yyyy"")",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,009s",PASSED
blockNum = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 131.0.0.0,"Номер Блока, 1- Блок Руководителя, 2 - Блок Балансы",,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,005s",PASSED
path = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 131.0.0.0,Путь до соответствующей папки,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,002s",PASSED
typeOfData = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,003s",PASSED
i = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 131.0.0.0,Для расчётов,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,004s",PASSED
dZO = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,002s",PASSED
vidget = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,003s",PASSED
tabR = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,003s",PASSED
tabB = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,002s",PASSED
o1R = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,001s",PASSED
o1B = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,000s",PASSED
PercPlanR = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,009s",PASSED
PercPlanB = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,004s",PASSED
PercFactR = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,002s",PASSED
PercFactB = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,002s",PASSED
"pRR = ""ПАО Россети/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,004s",PASSED
"fR = ""Россети ФСК ЕЭС/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,003s",PASSED
"tyR = ""АО ""Тываэнерго""/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,003s",PASSED
"chR = ""Чеченэнерго""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,003s",PASSED
"vR = ""Россети Волга/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,002s",PASSED
"kR = ""Россети Кубань/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,003s",PASSED
"lR = ""Россети Ленэнерго (ГК)/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,005s",PASSED
"mR = ""Россети Московский регион/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,003s",PASSED
"sKR = ""Россети Северный Кавказ (ГК)/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,002s",PASSED
"sZR = ""Россети Северо-Запад/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,001s",PASSED
"siR = ""Россети Сибирь (ГК)/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,000s",PASSED
"tomR = ""Россети Томск/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,010s",PASSED
"tyumR = ""Россети Тюмень/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,001s",PASSED
"urR = ""Россети Урал (ГК)/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,004s",PASSED
"cenR = ""Россети Центр (ГК)/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,003s",PASSED
"cIPR = ""Россети Центр и Приволжье (ГК)/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,002s",PASSED
"ugR = ""Россети Юг (ГК)/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,003s",PASSED
"yR = ""Россети Янтарь/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,003s",PASSED
"pRB = ""ПАО Россети/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,003s",PASSED
"fB = ""Россети ФСК ЕЭС/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,002s",PASSED
"tyB = ""АО ""Тываэнерго""/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,004s",PASSED
"chB = ""Чеченэнерго""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,006s",PASSED
"vB = ""Россети Волга/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,003s",PASSED
"kB = ""Россети Кубань/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,003s",PASSED
"lB = ""Россети Ленэнерго (ГК)/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,003s",PASSED
"mB = ""Россети Московский регион/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,003s",PASSED
"sKB = ""Россети Северный Кавказ (ГК)/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,000s",PASSED
"sZB = ""Россети Северо-Запад/""",Chrome 131.0.0.0,,,15-01-2025 09:19:54,15-01-2025 09:19:54,"0,007s",PASSED
