Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Сверка дашбордов из разных блоков,Chrome 122.0.0.0,,,2024-03-01 07:05:05,2024-03-01 07:33:52,"28m - 46,319s",FAILED
,,,,,,,
Test Cases/Сверки дашбордов/Выполнение бизнес-плана сверка дашбордов,Chrome 122.0.0.0,,,2024-03-01 07:05:06,2024-03-01 07:11:10,"6m - 4,532s",FAILED
date = new java.util.Date(),Chrome 122.0.0.0,,,2024-03-01 07:05:06,2024-03-01 07:05:06,"0,008s",PASSED
"todaysDate = date.format(""dd.MM.yyyy"")",Chrome 122.0.0.0,,,2024-03-01 07:05:06,2024-03-01 07:05:06,"0,001s",PASSED
println(todaysDate),Chrome 122.0.0.0,,,2024-03-01 07:05:06,2024-03-01 07:05:06,"0,006s",PASSED
widget = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 122.0.0.0,,,2024-03-01 07:05:06,2024-03-01 07:05:06,"0,001s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,2024-03-01 07:05:06,2024-03-01 07:05:09,"2,377s",PASSED
"navigateToUrl(findTestData(""PlanFact"").getValue(10, 1))",Chrome 122.0.0.0,,,2024-03-01 07:05:09,2024-03-01 07:05:13,"3,779s",PASSED
"setText(findTestObject(""Страница авторизации/input__username""), findTestData(""PlanFact"").getValue(8, 1))",Chrome 122.0.0.0,,,2024-03-01 07:05:13,2024-03-01 07:05:14,"1,951s",PASSED
"setText(findTestObject(""Страница авторизации/input__password""), findTestData(""PlanFact"").getValue(9, 1))",Chrome 122.0.0.0,,,2024-03-01 07:05:14,2024-03-01 07:05:15,"0,819s",PASSED
"click(findTestObject(""Страница авторизации/button_""))",Chrome 122.0.0.0,,,2024-03-01 07:05:15,2024-03-01 07:05:17,"1,697s",PASSED
delay(50),Chrome 122.0.0.0,,,2024-03-01 07:05:17,2024-03-01 07:06:07,"50,033s",PASSED
Script1701072968458.ZakrytOpoveshenie(),Chrome 122.0.0.0,,,2024-03-01 07:06:07,2024-03-01 07:06:07,"0,001s",PASSED
"opoveshenie = getText(findTestObject(""Выполнение бизнес-плана/Просьба обратить внимание""))",Chrome 122.0.0.0,,,2024-03-01 07:06:07,2024-03-01 07:06:07,"0,357s",PASSED
println(opoveshenie),Chrome 122.0.0.0,,,2024-03-01 07:06:07,2024-03-01 07:06:07,"0,002s",PASSED
"if (opoveshenie == ""Просьба обратить внимание"")",Chrome 122.0.0.0,,,2024-03-01 07:06:07,2024-03-01 07:06:08,"0,382s",PASSED
"click(findTestObject(""Object Repository/Выполнение бизнес-плана/Фильтр Дата""))",Chrome 122.0.0.0,"Раскрыть фильтр ""Дата""",,2024-03-01 07:06:08,2024-03-01 07:06:08,"0,435s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/Снять выделение в фильтре Дата""))",Chrome 122.0.0.0,"Нажать ""Снять выделение""",,2024-03-01 07:06:08,2024-03-01 07:06:09,"0,510s",PASSED
"scrollToElement(findTestObject(""Выполнение бизнес-плана/2024 список""), 30)",Chrome 122.0.0.0,,,2024-03-01 07:06:09,2024-03-01 07:06:09,"0,484s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/2024 список""))",Chrome 122.0.0.0,Выбрать 1 квартал 2022,,2024-03-01 07:06:09,2024-03-01 07:06:10,"0,362s",PASSED
"scrollToElement(findTestObject(""Выполнение бизнес-плана/4 квартал 2024 список""), 30)",Chrome 122.0.0.0,Выбрать 1 квартал 2022,,2024-03-01 07:06:10,2024-03-01 07:06:10,"0,494s",PASSED
"scrollToElement(findTestObject(""Выполнение бизнес-плана/Заголовок дашборда""), 30)",Chrome 122.0.0.0,"Проскроллить до заголовка фильтра ""Дата""",,2024-03-01 07:06:10,2024-03-01 07:06:10,"0,351s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/1 квартал 2024 список""))",Chrome 122.0.0.0,Выбрать 1 квартал 2022,,2024-03-01 07:06:10,2024-03-01 07:06:11,"0,478s",FAILED
"click(findTestObject(""Выполнение бизнес-плана/Январь 2024""))",Chrome 122.0.0.0,Выбрать 1 квартал 2022,,2024-03-01 07:06:11,2024-03-01 07:06:11,"0,475s",FAILED
"click(findTestObject(""Object Repository/Выполнение бизнес-плана/Применить в фильтре Дата""))",Chrome 122.0.0.0,"Нажать ""Применить""",,2024-03-01 07:06:11,2024-03-01 07:06:12,"0,830s",PASSED
delay(50),Chrome 122.0.0.0,,,2024-03-01 07:06:12,2024-03-01 07:07:02,"50,011s",PASSED
Script1701072968458.ZakrytOpoveshenie(),Chrome 122.0.0.0,,,2024-03-01 07:07:02,2024-03-01 07:07:02,"0,000s",PASSED
"opoveshenie = getText(findTestObject(""Выполнение бизнес-плана/Просьба обратить внимание""))",Chrome 122.0.0.0,,,2024-03-01 07:07:02,2024-03-01 07:07:03,"0,360s",PASSED
