Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Сверка с ПБЭ,Chrome 120.0.0.0,,,2024-01-22 09:49:00,2024-01-22 09:55:19,"6m - 18,915s",FAILED
,,,,,,,
Test Cases/Выполнение бизнес-плана/Выполнение бизнес-плана Сверка ПАО Россети все филиалы,Chrome 120.0.0.0,,,2024-01-22 09:49:00,2024-01-22 09:55:19,"6m - 18,589s",FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-22 09:49:01,2024-01-22 09:49:03,"2,250s",PASSED
date = new java.util.Date(),Chrome 120.0.0.0,,,2024-01-22 09:49:03,2024-01-22 09:49:03,"0,006s",PASSED
"todaysDate = date.format(""dd.MM.yyyy"")",Chrome 120.0.0.0,,,2024-01-22 09:49:03,2024-01-22 09:49:03,"0,004s",PASSED
dZO = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:49:03,2024-01-22 09:49:03,"0,001s",PASSED
a = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:49:03,2024-01-22 09:49:03,"0,001s",PASSED
fileperc = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:49:03,2024-01-22 09:49:03,"0,000s",PASSED
pageperc = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:49:03,2024-01-22 09:49:03,"0,000s",PASSED
pageInt = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:49:03,2024-01-22 09:49:03,"0,000s",PASSED
fileInt = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:49:03,2024-01-22 09:49:03,"0,000s",PASSED
pageDouble = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:49:03,2024-01-22 09:49:03,"0,000s",PASSED
fileDouble = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:49:03,2024-01-22 09:49:03,"0,000s",PASSED
typeOfData = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:49:03,2024-01-22 09:49:03,"0,001s",PASSED
"navigateToUrl(findTestData(""PlanFact"").getValue(10, 1))",Chrome 120.0.0.0,,,2024-01-22 09:49:03,2024-01-22 09:49:07,"4,167s",PASSED
"setText(findTestObject(""Страница авторизации/input__username""), findTestData(""PlanFact"").getValue(8, 1))",Chrome 120.0.0.0,,,2024-01-22 09:49:07,2024-01-22 09:49:09,"1,771s",PASSED
"setText(findTestObject(""Страница авторизации/input__password""), findTestData(""PlanFact"").getValue(9, 1))",Chrome 120.0.0.0,,,2024-01-22 09:49:09,2024-01-22 09:49:10,"0,740s",PASSED
"click(findTestObject(""Страница авторизации/button_""))",Chrome 120.0.0.0,,,2024-01-22 09:49:10,2024-01-22 09:49:11,"1,257s",PASSED
delay(40),Chrome 120.0.0.0,,,2024-01-22 09:49:11,2024-01-22 09:49:51,"40,040s",PASSED
Script1697465685113.ZakrytOpoveshenie(),Chrome 120.0.0.0,,,2024-01-22 09:49:51,2024-01-22 09:49:51,"0,001s",PASSED
"opoveshenie = getText(findTestObject(""Выполнение бизнес-плана/Просьба обратить внимание""))",Chrome 120.0.0.0,,,2024-01-22 09:49:51,2024-01-22 09:50:13,"22,141s",PASSED
println(opoveshenie),Chrome 120.0.0.0,,,2024-01-22 09:50:13,2024-01-22 09:50:13,"0,002s",PASSED
"if (opoveshenie == ""Просьба обратить внимание"")",Chrome 120.0.0.0,,,2024-01-22 09:50:13,2024-01-22 09:50:14,"0,418s",PASSED
"click(findTestObject(""Object Repository/Выполнение бизнес-плана/Фильтр Дата""))",Chrome 120.0.0.0,"Раскрыть фильтр ""Дата""",,2024-01-22 09:50:14,2024-01-22 09:50:14,"0,621s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/Снять выделение в фильтре Дата""))",Chrome 120.0.0.0,"Нажать ""Снять выделение""",,2024-01-22 09:50:14,2024-01-22 09:50:15,"0,512s",PASSED
"click(findTestObject(""Object Repository/Выполнение бизнес-плана/Применить в фильтре Дата""))",Chrome 120.0.0.0,"Нажать ""Применить""",,2024-01-22 09:50:15,2024-01-22 09:50:16,"0,914s",PASSED
delay(40),Chrome 120.0.0.0,,,2024-01-22 09:50:16,2024-01-22 09:50:56,"40,007s",PASSED
Script1697465685113.ZakrytOpoveshenie(),Chrome 120.0.0.0,,,2024-01-22 09:50:56,2024-01-22 09:50:56,"0,000s",PASSED
"opoveshenie = getText(findTestObject(""Выполнение бизнес-плана/Просьба обратить внимание""))",Chrome 120.0.0.0,,,2024-01-22 09:50:56,2024-01-22 09:50:56,"0,349s",PASSED
println(opoveshenie),Chrome 120.0.0.0,,,2024-01-22 09:50:56,2024-01-22 09:50:56,"0,000s",PASSED
"if (opoveshenie == ""Просьба обратить внимание"")",Chrome 120.0.0.0,,,2024-01-22 09:50:56,2024-01-22 09:50:57,"0,378s",PASSED
"click(findTestObject(""Object Repository/Выполнение бизнес-плана/Фильтр Дата""))",Chrome 120.0.0.0,"Раскрыть фильтр ""Дата""",,2024-01-22 09:50:57,2024-01-22 09:50:57,"0,382s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/Снять выделение в фильтре Дата""))",Chrome 120.0.0.0,"Нажать ""Снять выделение""",,2024-01-22 09:50:57,2024-01-22 09:50:58,"0,530s",PASSED
"scrollToElement(findTestObject(""Выполнение бизнес-плана/2023 список""), 30)",Chrome 120.0.0.0,,,2024-01-22 09:50:58,2024-01-22 09:50:58,"0,450s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/2023 список""))",Chrome 120.0.0.0,Выбрать 1 квартал 2022,,2024-01-22 09:50:58,2024-01-22 09:50:58,"0,361s",PASSED
"scrollToElement(findTestObject(""Выполнение бизнес-плана/1 квартал 2023""), 30)",Chrome 120.0.0.0,,,2024-01-22 09:50:58,2024-01-22 09:50:59,"0,464s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/1 квартал 2023""))",Chrome 120.0.0.0,,,2024-01-22 09:50:59,2024-01-22 09:50:59,"0,373s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/2 квартал 2023""))",Chrome 120.0.0.0,,,2024-01-22 09:50:59,2024-01-22 09:51:00,"0,485s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/3 квартал 2023""))",Chrome 120.0.0.0,,,2024-01-22 09:51:00,2024-01-22 09:51:00,"0,487s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/4 квартал 2023 список""))",Chrome 120.0.0.0,,,2024-01-22 09:51:00,2024-01-22 09:51:01,"0,475s",PASSED
"scrollToElement(findTestObject(""Выполнение бизнес-плана/Октябрь 2023""), 30)",Chrome 120.0.0.0,,,2024-01-22 09:51:01,2024-01-22 09:51:01,"0,466s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/Октябрь 2023""))",Chrome 120.0.0.0,,,2024-01-22 09:51:01,2024-01-22 09:51:01,"0,370s",PASSED
"scrollToElement(findTestObject(""Выполнение бизнес-плана/Ноябрь 2023""), 30)",Chrome 120.0.0.0,,,2024-01-22 09:51:01,2024-01-22 09:51:02,"0,464s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/Ноябрь 2023""))",Chrome 120.0.0.0,,,2024-01-22 09:51:02,2024-01-22 09:51:02,"0,382s",PASSED
delay(40),Chrome 120.0.0.0,,,2024-01-22 09:51:02,2024-01-22 09:51:42,"40,017s",PASSED
Script1697465685113.ZakrytOpoveshenie(),Chrome 120.0.0.0,!,,2024-01-22 09:51:42,2024-01-22 09:51:42,"0,000s",PASSED
"opoveshenie = getText(findTestObject(""Выполнение бизнес-плана/Просьба обратить внимание""))",Chrome 120.0.0.0,,,2024-01-22 09:51:42,2024-01-22 09:51:43,"0,337s",PASSED
println(opoveshenie),Chrome 120.0.0.0,,,2024-01-22 09:51:43,2024-01-22 09:51:43,"0,000s",PASSED
"if (opoveshenie == ""Просьба обратить внимание"")",Chrome 120.0.0.0,,,2024-01-22 09:51:43,2024-01-22 09:51:43,"0,000s",PASSED
"scrollToElement(findTestObject(""Выполнение бизнес-плана/Заголовок дашборда""), 30)",Chrome 120.0.0.0,"Проскроллить до заголовка фильтра ""Дата""",,2024-01-22 09:51:43,2024-01-22 09:51:43,"0,358s",PASSED
"click(findTestObject(""Object Repository/Выполнение бизнес-плана/Применить в фильтре Дата""))",Chrome 120.0.0.0,"Нажать ""Применить""",,2024-01-22 09:51:43,2024-01-22 09:51:44,"0,860s",PASSED
delay(40),Chrome 120.0.0.0,,,2024-01-22 09:51:44,2024-01-22 09:52:24,"40,007s",PASSED
Script1697465685113.ZakrytOpoveshenie(),Chrome 120.0.0.0,,,2024-01-22 09:52:24,2024-01-22 09:52:24,"0,000s",PASSED
"opoveshenie = getText(findTestObject(""Выполнение бизнес-плана/Просьба обратить внимание""))",Chrome 120.0.0.0,,,2024-01-22 09:52:24,2024-01-22 09:52:24,"0,344s",PASSED
println(opoveshenie),Chrome 120.0.0.0,,,2024-01-22 09:52:24,2024-01-22 09:52:24,"0,000s",PASSED
"if (opoveshenie == ""Просьба обратить внимание"")",Chrome 120.0.0.0,,,2024-01-22 09:52:24,2024-01-22 09:52:25,"0,380s",PASSED
delay(30),Chrome 120.0.0.0,,,2024-01-22 09:52:25,2024-01-22 09:52:55,"30,014s",PASSED
Script1697465685113.OpenFilter(),Chrome 120.0.0.0,!,,2024-01-22 09:52:55,2024-01-22 09:52:55,"0,001s",PASSED
"click(findTestObject(""Object Repository/Выполнение бизнес-плана/Фильтр ДЗО""))",Chrome 120.0.0.0,,,2024-01-22 09:52:55,2024-01-22 09:52:55,"0,393s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/Снять выделение в фильтре ДЗО""))",Chrome 120.0.0.0,,,2024-01-22 09:52:55,2024-01-22 09:52:56,"0,495s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/ПАО Россети""))",Chrome 120.0.0.0,Выбрать ПАО Россети,,2024-01-22 09:52:56,2024-01-22 09:52:56,"0,468s",PASSED
"click(findTestObject(""Object Repository/Выполнение бизнес-плана/Применить в фильтре ДЗО""))",Chrome 120.0.0.0,"Нажать ""Применить""",,2024-01-22 09:52:56,2024-01-22 09:52:57,"1,036s",PASSED
delay(30),Chrome 120.0.0.0,,,2024-01-22 09:52:57,2024-01-22 09:53:27,"30,006s",PASSED
"dZO = ""ПАО Россети""",Chrome 120.0.0.0,___________________________________________________________________________________________________,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
a = 84,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
"Script1697465685113.Numbers(a, typeOfData, todaysDate, pageInt, fileInt, pageDouble, fileDouble, dZO)",Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,001s",PASSED
planFact = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
page = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
page1 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,001s",PASSED
page2 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
filialNumberInRow = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
filialsDzoNames = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
numberOfFilials = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
numberOfSpaces = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
file = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
otpusk = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
poteri = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,002s",PASSED
"dataFolder = ""Выполнение бизнес-плана/Значения со страницы Выполнение бизнес-плана/""",Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
path = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
typeOfDataMain = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,001s",PASSED
fileOtpuskVSet = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
pageOtpuskVSet = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
filePoteri = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
pagePoteri = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
compare = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
b = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
i = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
ii = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
c = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
numberOfErrors = 0,Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
if (a == 82),Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
"b = findTestData(""PlanFact"").getValue(1, a)",Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,072s",PASSED
"i = b.indexOf("" (ГК)"")",Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,001s",PASSED
if (i > -1),Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
"i = b.indexOf(""О """")",Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
if (i > -1),Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
"i = b.indexOf(""О «"")",Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
if (i > -1),Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
"i = b.indexOf(""г. "")",Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
if (i > -1),Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
println(b),Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:27,"0,000s",PASSED
"for ([planFact = 1, planFact < 3, (planFact++)])",Chrome 120.0.0.0,,,2024-01-22 09:53:27,2024-01-22 09:53:30,"2,490s",PASSED
if (a == 84 || a == 82),Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,367s",PASSED
"println(""page1: "" + page1)",Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
"println(""page2: "" + page2)",Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,002s",PASSED
"file = findTestData(""PlanFact"").getValue(4, a)",Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,044s",PASSED
"file = file.replace("","", ""."")",Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,001s",PASSED
"println(""file Plan: "" + file)",Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
"typeOfData = ""План в процентах""",Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
fileDouble = file.toDouble(),Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
pageDouble = page1.toDouble(),Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
if (fileDouble != pageDouble),Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
"file = findTestData(""PlanFact"").getValue(7, a)",Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,048s",PASSED
"file = file.replace("","", ""."")",Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
"println(""file Fact: "" + file)",Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
fileDouble = file.toDouble(),Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
"typeOfData = ""Факт в процентах""",Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,005s",PASSED
fileDouble = file.toDouble(),Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
pageDouble = page2.toDouble(),Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
if (fileDouble != pageDouble),Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
"if (verifyEqual(numberOfErrors, 0) == false)",Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,006s",PASSED
if (a == 82),Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,007s",PASSED
"dZO = ""Россети ФСК ЕЭС""",Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
a = 83,Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
"Script1697465685113.Numbers(a, typeOfData, todaysDate, pageInt, fileInt, pageDouble, fileDouble, dZO)",Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
planFact = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,001s",PASSED
page = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
page1 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
page2 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
filialNumberInRow = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 09:53:30,2024-01-22 09:53:30,"0,000s",PASSED
