Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Блок руководителя под разными учётками,Chrome 122.0.0.0,,,2024-02-26 06:52:22,2024-02-26 07:16:45,"24m - 23,553s",PASSED
,,,,,,,
Test Cases/Сверки дашбордов/Блок руководителя сверка дашбордов под разными учётками,Chrome 122.0.0.0,,,2024-02-26 06:52:22,2024-02-26 07:16:45,"24m - 23,217s",PASSED
run = 1,Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:23,"0,002s",PASSED
"data = findTestData(""PlanFact"")",Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:23,"0,434s",PASSED
n = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:23,"0,001s",PASSED
dashboardName = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:23,"0,000s",PASSED
a1 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:23,"0,000s",PASSED
a2 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:23,"0,000s",PASSED
a3 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:23,"0,000s",PASSED
a4 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:23,"0,004s",PASSED
a5 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:23,"0,001s",PASSED
a6 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:23,"0,000s",PASSED
a7 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:23,"0,000s",PASSED
a8 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:23,"0,000s",PASSED
a9 = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:23,"0,000s",PASSED
user = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:23,"0,000s",PASSED
"for ([run = 1, run < 4, (run++)])",Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:23,"0,000s",PASSED
n = data.getRowNumbers() + 1,Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:23,"0,039s",PASSED
println(n),Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:23,"0,002s",PASSED
"dashboardName = ""Выполнение бизнес-плана""",Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:23,"0,000s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,2024-02-26 06:52:23,2024-02-26 06:52:26,"2,555s",PASSED
"navigateToUrl(findTestData(""PlanFact"").getValue(10, 1))",Chrome 122.0.0.0,,,2024-02-26 06:52:26,2024-02-26 06:52:30,"3,763s",PASSED
"setText(findTestObject(""Страница авторизации/input__username""), findTestData(""PlanFact"").getValue(8, run))",Chrome 122.0.0.0,,,2024-02-26 06:52:30,2024-02-26 06:52:31,"1,691s",PASSED
"setText(findTestObject(""Страница авторизации/input__password""), findTestData(""PlanFact"").getValue(9, run))",Chrome 122.0.0.0,,,2024-02-26 06:52:31,2024-02-26 06:52:32,"0,734s",PASSED
"click(findTestObject(""Страница авторизации/button_""))",Chrome 122.0.0.0,,,2024-02-26 06:52:32,2024-02-26 06:52:34,"1,322s",PASSED
delay(40),Chrome 122.0.0.0,,,2024-02-26 06:52:34,2024-02-26 06:53:14,"40,043s",PASSED
Script1686231490255.ZakrytOpoveshenie(),Chrome 122.0.0.0,,,2024-02-26 06:53:14,2024-02-26 06:53:14,"0,001s",PASSED
"opoveshenie = getText(findTestObject(""Выполнение бизнес-плана/Просьба обратить внимание""))",Chrome 122.0.0.0,,,2024-02-26 06:53:14,2024-02-26 06:53:14,"0,353s",PASSED
println(opoveshenie),Chrome 122.0.0.0,,,2024-02-26 06:53:14,2024-02-26 06:53:14,"0,002s",PASSED
"if (opoveshenie == ""Просьба обратить внимание"")",Chrome 122.0.0.0,,,2024-02-26 06:53:14,2024-02-26 06:53:14,"0,399s",PASSED
