Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Отображение данных,Chrome 122.0.0.0,,,2024-02-26 11:37:22,2024-02-26 15:51:42,"4h - 14m - 19,984s",FAILED
,,,,,,,
Test Cases/Выполнение бизнес-плана/Выполнение бизнес-плана отображение данных все филиалы,Chrome 122.0.0.0,,,2024-02-26 11:37:22,2024-02-26 13:57:20,"2h - 19m - 58,054s",FAILED
date = new java.util.Date(),Chrome 122.0.0.0,,,2024-02-26 11:37:23,2024-02-26 11:37:23,"0,013s",PASSED
"todaysDate = date.format(""dd.MM.yyyy"")",Chrome 122.0.0.0,,,2024-02-26 11:37:23,2024-02-26 11:37:23,"0,003s",PASSED
typeOfData = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 122.0.0.0,,,2024-02-26 11:37:23,2024-02-26 11:37:23,"0,000s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,2024-02-26 11:37:23,2024-02-26 11:37:25,"2,293s",PASSED
"navigateToUrl(findTestData(""PlanFact"").getValue(10, 1))",Chrome 122.0.0.0,,,2024-02-26 11:37:25,2024-02-26 11:37:29,"3,548s",PASSED
"setText(findTestObject(""Страница авторизации/input__username""), findTestData(""PlanFact"").getValue(8, 1))",Chrome 122.0.0.0,,,2024-02-26 11:37:29,2024-02-26 11:37:31,"2,320s",PASSED
"setText(findTestObject(""Страница авторизации/input__password""), findTestData(""PlanFact"").getValue(9, 1))",Chrome 122.0.0.0,,,2024-02-26 11:37:31,2024-02-26 11:37:32,"0,788s",PASSED
"click(findTestObject(""Страница авторизации/button_""))",Chrome 122.0.0.0,,,2024-02-26 11:37:32,2024-02-26 11:37:33,"1,442s",PASSED
delay(35),Chrome 122.0.0.0,,,2024-02-26 11:37:33,2024-02-26 11:38:08,"35,036s",PASSED
Script1687256706913.ZakrytOpoveshenie(),Chrome 122.0.0.0,!,,2024-02-26 11:38:08,2024-02-26 11:38:08,"0,001s",PASSED
"opoveshenie = getText(findTestObject(""Выполнение бизнес-плана/Просьба обратить внимание""))",Chrome 122.0.0.0,,,2024-02-26 11:38:08,2024-02-26 11:38:39,"30,162s",PASSED
println(opoveshenie),Chrome 122.0.0.0,,,2024-02-26 11:38:39,2024-02-26 11:38:39,"0,003s",PASSED
"if (opoveshenie == ""Просьба обратить внимание"")",Chrome 122.0.0.0,,,2024-02-26 11:38:39,2024-02-26 11:38:42,"3,096s",PASSED
"click(findTestObject(""Object Repository/Выполнение бизнес-плана/Фильтр Дата""))",Chrome 122.0.0.0,"Раскрыть фильтр ""Дата""",,2024-02-26 11:38:42,2024-02-26 11:38:42,"0,429s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/Снять выделение в фильтре Дата""))",Chrome 122.0.0.0,"Нажать ""Снять выделение""",,2024-02-26 11:38:42,2024-02-26 11:38:43,"0,605s",PASSED
"click(findTestObject(""Object Repository/Выполнение бизнес-плана/Применить в фильтре Дата""))",Chrome 122.0.0.0,"Нажать ""Применить""",,2024-02-26 11:38:43,2024-02-26 11:38:44,"0,938s",PASSED
delay(35),Chrome 122.0.0.0,,,2024-02-26 11:38:44,2024-02-26 11:39:19,"35,009s",PASSED
Script1687256706913.ZakrytOpoveshenie(),Chrome 122.0.0.0,,,2024-02-26 11:39:19,2024-02-26 11:39:19,"0,000s",PASSED
"opoveshenie = getText(findTestObject(""Выполнение бизнес-плана/Просьба обратить внимание""))",Chrome 122.0.0.0,,,2024-02-26 11:39:19,2024-02-26 11:39:19,"0,344s",PASSED
println(opoveshenie),Chrome 122.0.0.0,,,2024-02-26 11:39:19,2024-02-26 11:39:19,"0,000s",PASSED
"if (opoveshenie == ""Просьба обратить внимание"")",Chrome 122.0.0.0,,,2024-02-26 11:39:19,2024-02-26 11:39:19,"0,420s",PASSED
"click(findTestObject(""Object Repository/Выполнение бизнес-плана/Фильтр Дата""))",Chrome 122.0.0.0,"Раскрыть фильтр ""Дата""",,2024-02-26 11:39:19,2024-02-26 11:39:20,"0,377s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/Снять выделение в фильтре Дата""))",Chrome 122.0.0.0,"Нажать ""Снять выделение""",,2024-02-26 11:39:20,2024-02-26 11:39:20,"0,503s",PASSED
"scrollToElement(findTestObject(""Выполнение бизнес-плана/2023 список""), 30)",Chrome 122.0.0.0,,,2024-02-26 11:39:20,2024-02-26 11:39:21,"0,466s",PASSED
"click(findTestObject(""Выполнение бизнес-плана/2023 год""))",Chrome 122.0.0.0,Выбрать 1 квартал 2022,,2024-02-26 11:39:21,2024-02-26 11:39:21,"0,383s",PASSED
Script1687256706913.ZakrytOpoveshenie(),Chrome 122.0.0.0,!,,2024-02-26 11:39:21,2024-02-26 11:39:21,"0,000s",PASSED
